,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
31069,49,1712,3,1,3,94240.79347167656,0.01,43967.88,94240.79347167656
31070,38,750,1,1,1,-238229.854240046,0.11,87397.0,-238229.854240046
31071,36,598,3,3,3,-257510.09633550345,0.04,155902.99,-257510.09633550345
31072,40,533,1,3,1,25197.93814579447,0.25,14174.22,88924.81237051875
31073,49,1148,2,3,5,-15777.68711287064,0.35,28093.34,14770.72435246686
31074,38,1397,1,1,1,-22430.659964712988,0.34,111826.56,-22430.659964712988
31075,37,745,1,1,1,-162441.953129059,0.25,155684.18,-162441.953129059
31076,58,775,1,3,1,-178435.30319011744,0.26,35598.94,-178435.30319011744
31077,35,699,1,3,1,36172.21157852179,0.19,79028.37,36172.21157852179
31078,37,687,1,3,1,149990.8805070357,0.16,25670.17,237185.55875612792
31079,39,711,1,1,1,113796.74468154513,0.05,17901.13,131206.5411618573
31080,51,892,1,3,1,43648.95675233009,0.21,67284.41,43648.95675233009
31081,42,618,1,4,1,15105.949615631444,0.09,31303.23,56139.29073821441
31082,46,1635,1,3,1,87517.69744345263,0.19,33399.47,137775.06831128566
31083,36,809,1,1,1,39332.61381130332,0.32,115838.09,39332.61381130332
31084,39,1024,1,1,1,-141667.04781286453,0.13,22391.28,-85047.61473195953
31085,37,1287,2,1,3,59903.31217548598,0.04,62127.18,59903.31217548598
31086,43,1428,1,1,1,22383.87255425136,0.16,31477.97,85560.08959449427
31087,37,1310,1,1,1,200729.156725402,0.25,157447.64,200729.156725402
31088,47,1003,3,1,2,-106069.27428339986,0.21,147951.38,-106069.27428339986
31089,55,1003,2,1,3,-121215.71721035244,0.33,69039.82,-121215.71721035244
31090,57,1208,1,1,1,-90490.76215014816,0.33,82141.95,-90490.76215014816
31091,51,1994,2,1,3,-169799.77042003884,0.11,65792.8,-169799.77042003884
31092,62,1793,3,1,3,-52127.110736153794,0.33,90740.73,-52127.110736153794
31093,35,1052,3,2,5,93137.5623339718,0.24,40751.96,93137.5623339718
31094,38,1052,3,2,3,-73944.56203008439,0.14,102641.11,-73944.56203008439
31095,40,989,1,4,1,208443.26090924075,0.3,33581.82,285258.3550800425
31096,36,750,1,1,1,59336.801719152485,0.03,47642.28,66960.65141904824
31097,61,1805,1,1,1,-106459.89452040996,0.32,76984.29,-106459.89452040996
31098,63,1934,3,1,3,46313.45567291257,0.12,52357.1,46313.45567291257
31099,37,1020,2,3,3,10234.327041422392,0.18,8146.6,43348.18382507663
31100,42,1058,3,3,3,108065.72056499308,0.09,46218.4,108065.72056499308
31101,35,1290,3,3,3,1773.4722444214035,0.03,122463.66,1773.4722444214035
31102,35,1403,2,4,5,-8262.791812540587,0.19,154397.82,-8262.791812540587
31103,40,931,2,1,3,35984.76326498016,0.19,45152.45,35984.76326498016
31104,49,1729,1,1,1,542548.8442324094,0.35,36483.31,575073.1613080257
31105,49,922,3,1,3,-17117.756107047186,0.19,143677.59,-17117.756107047186
31106,36,1730,2,1,3,-66028.77083917336,0.12,127548.2,-66028.77083917336
31107,36,1406,3,1,3,-24741.248158839226,0.01,80656.26,-24741.248158839226
31108,38,707,1,1,1,158009.04632006583,0.14,72127.59,158009.04632006583
31109,50,1338,1,1,1,-198473.32668671035,0.31,58265.51,-198473.32668671035
31110,38,598,1,3,1,-266451.6967035972,0.3,209016.09,-266451.6967035972
31111,41,610,2,3,1,82371.1594182372,0.09,29958.49,82371.1594182372
31112,51,780,1,3,1,-256966.76413844823,0.2,227873.4,-256966.76413844823
31113,46,1018,1,1,1,57511.21725278741,0.01,34355.63,60433.903976365094
31114,53,1007,1,2,1,17110.68657694848,0.27,61867.5,17110.68657694848
31115,42,728,1,1,1,-116896.51495841148,0.14,8612.33,-98530.37851622552
31116,49,744,1,3,1,17813.343910632437,0.29,52383.48,18097.550799870583
31117,39,628,1,3,1,53312.54406720861,0.11,120105.97,53312.54406720861
31118,37,1790,2,2,5,68624.93934090903,0.31,75988.19,68624.93934090903
31119,47,1420,3,2,5,-128814.77665753812,0.1,122195.22,-128814.77665753812
31120,41,1439,3,1,3,22708.270589054275,0.19,178686.91,22708.270589054275
31121,62,916,1,1,1,52554.35309012121,0.28,49564.49,52554.35309012121
31122,48,943,3,1,3,-30553.302805018186,0.09,26452.83,-15252.689766979525
31123,56,1454,3,2,2,271770.30556085426,0.17,122487.66,271770.30556085426
31124,51,1266,2,2,5,87843.45922413399,0.01,58291.32,87843.45922413399
31125,40,2772,2,2,4,-94589.9986993601,0.02,51120.81,-94589.9986993601
31126,41,565,3,1,3,-439857.5851124527,0.24,57447.02,-439857.5851124527
31127,36,726,1,1,1,206459.16038410465,0.31,102496.37,206459.16038410465
31128,42,918,1,1,1,111432.55514906136,0.3,164599.64,111432.55514906136
31129,59,1461,3,2,5,-181170.07793520388,0.16,29424.07,-181170.07793520388
31130,45,1001,2,2,5,161426.83656868347,0.3,161332.17,161426.83656868347
31131,57,1105,2,2,3,5455.265959425065,0.03,45087.82,5455.265959425065
31132,54,1445,1,2,1,-185990.58579954933,0.33,75240.5,-185990.58579954933
31133,61,2092,2,1,3,-34445.203568596844,0.11,75338.81,-34445.203568596844
31134,53,2266,2,1,3,-26720.307865595994,0.28,65505.85,-26720.307865595994
31135,36,771,1,1,1,95.09158674826236,0.24,17236.79,92665.9573872379
31136,48,1623,2,1,5,230758.33616205704,0.22,30300.38,257590.49185515396
31137,46,1017,1,1,1,-502.9276341430729,0.06,19982.82,11956.631019010947
31138,48,729,1,1,1,21982.083732026265,0.22,90472.48,21982.083732026265
31139,52,1835,1,1,1,36392.92759202258,0.33,53824.18,36392.92759202258
31140,53,1835,3,1,3,-157806.50084948668,0.03,20296.6,-155559.5480221422
31141,63,1858,1,1,1,5221.614225889381,0.12,101079.01,5221.614225889381
31142,56,1720,1,1,1,-139096.77401766225,0.05,71362.45,-139096.77401766225
31143,57,917,3,1,1,30321.93438527909,0.33,125455.55,30321.93438527909
31144,46,957,1,1,1,117449.552367443,0.27,38506.02,155346.82242691313
31145,35,1250,1,1,1,150001.4789442217,0.16,47509.05,175986.0736403541
31146,47,957,3,1,3,13619.502150193086,0.33,37151.6,21024.952090965773
31147,48,1401,1,1,1,-134348.56307827507,0.25,20381.39,-92299.90113302816
31148,47,984,1,1,1,80730.36251815481,0.24,18056.18,121060.00739587224
31149,51,866,3,3,3,-167861.7417135548,0.17,16369.57,-152824.49070340977
31150,36,1376,1,1,1,-112991.23021648604,0.13,54209.41,-112991.23021648604
31151,52,1834,1,1,1,-190061.87586402884,0.1,43278.21,-181897.3964094839
31152,43,2580,3,1,3,-343697.7024185336,0.12,60089.94,-343697.7024185336
31153,57,1829,3,1,5,-86576.68053720218,0.18,60537.62,-86576.68053720218
31154,53,1829,3,1,3,-6793.568069137024,0.06,143762.06,-6793.568069137024
31155,50,1945,1,1,1,76667.56152497481,0.03,84166.7,76667.56152497481
31156,49,979,1,1,1,82419.83326601739,0.04,70128.81,82419.83326601739
31157,41,964,2,1,3,-6979.171898744888,0.18,96048.29,-6979.171898744888
31158,42,964,3,4,3,-292620.321118146,0.23,8457.28,-262990.59387638315
31159,60,2077,3,1,3,71396.63831235556,0.34,52020.76,71396.63831235556
31160,49,1677,2,1,3,737055.444109341,0.11,109862.14,737055.444109341
31161,46,1974,2,1,5,517491.6682890933,0.04,10102.36,521690.9737243047
31162,45,950,1,1,1,32833.00610624822,0.04,38424.77,44086.301293972996
31163,42,1379,3,1,5,-134105.67637229108,0.1,50136.37,-134105.67637229108
31164,48,795,1,1,1,-4054.8708795434673,0.15,40495.28,21643.617863572166
31165,49,1192,1,2,1,-114343.6358831296,0.13,74362.59,-114343.6358831296
31166,44,1569,3,1,3,214504.52937063132,0.34,46596.83,214504.52937063132
31167,52,816,1,3,1,7014.601975677062,0.32,51481.72,8423.047278074275
31168,46,1933,2,1,3,45507.81649409737,0.07,140358.02,45507.81649409737
31169,45,794,1,3,1,25313.21708898372,0.09,63197.29,25313.21708898372
31170,43,699,1,3,1,-64547.69399376983,0.05,34266.14,-44895.25097635857
31171,41,720,1,1,1,72622.73647553007,0.06,151014.37,72622.73647553007
31172,50,1080,1,1,1,189429.2346781045,0.11,113226.15,189429.2346781045
31173,37,764,1,1,1,-12166.590527137749,0.15,308826.05,-12166.590527137749
31174,37,764,1,1,1,-110317.91554150956,0.28,70530.39,-110317.91554150956
31175,49,749,3,3,4,-10887.408931634369,0.02,70779.62,-10887.408931634369
31176,44,764,1,1,1,-50148.830169711335,0.2,34416.8,6562.365222552355
31177,62,1730,1,1,1,10073.783411219696,0.2,58967.81,10073.783411219696
31178,42,2447,2,1,3,4379.529567856296,0.34,139974.96,4379.529567856296
31179,52,988,1,1,1,23678.16062840073,0.04,95652.69,23678.16062840073
31180,51,1645,1,1,1,7244.208224696241,0.19,36362.2,32400.273173651753
31181,51,1511,1,2,1,21776.19353432225,0.29,34876.1,49607.56324016655
31182,56,1683,3,1,2,18072.56553481454,0.1,31452.51,20145.394231136568
31183,63,1723,1,1,1,63122.397402574126,0.16,21098.21,63122.397402574126
31184,40,842,2,1,3,11964.334766184917,0.22,43910.33,11964.334766184917
31185,53,2138,2,1,3,-38276.3919328116,0.07,79833.89,-38276.3919328116
31186,47,1728,1,1,1,-250449.20597474172,0.22,54750.3,-250449.20597474172
31187,55,1553,2,1,3,-83020.92582590804,0.02,33258.97,-82501.70699973548
31188,43,1682,1,2,1,225749.20596142145,0.02,35250.17,233400.07653976532
31189,49,1661,2,1,3,-78550.75249051744,0.12,97500.66,-78550.75249051744
31190,50,1661,3,1,3,88401.34193636705,0.08,98503.15,88401.34193636705
31191,42,741,1,1,1,57820.08858164427,0.19,80857.24,57820.08858164427
31192,49,959,1,1,1,102999.35938212456,0.22,57461.93,102999.35938212456
31193,57,1734,1,1,1,285062.13958415046,0.08,185536.4,285062.13958415046
31194,60,2635,3,2,3,-194539.7348093082,0.3,116387.48,-194539.7348093082
31195,53,788,1,1,1,15218.91527707881,0.26,37110.91,32581.003491063395
31196,60,1347,2,2,5,36675.66027057333,0.06,31955.19,36675.66027057333
31197,43,1386,1,1,1,-219168.89254419392,0.14,75881.33,-219168.89254419392
31198,37,1271,3,1,3,68086.32532311528,0.06,10379.73,82149.97939037438
31199,46,1086,2,2,3,536743.3904479374,0.09,51795.94,536743.3904479374
31200,44,1378,3,1,3,70918.71806745148,0.15,136143.02,70918.71806745148
31201,39,1268,3,2,5,80165.66084465379,0.25,65328.04,80165.66084465379
31202,56,843,1,4,1,41078.10067472457,0.2,178069.1,41078.10067472457
31203,61,1793,1,1,1,161491.61309706283,0.13,24812.74,161491.61309706283
31204,38,2338,3,1,3,-150906.6368329678,0.33,15214.82,-59399.486375387234
31205,38,874,3,1,3,54032.35222370557,0.01,193922.33,54032.35222370557
31206,36,1818,1,1,1,200136.2538500724,0.13,57566.93,200136.2538500724
31207,49,1910,1,1,1,206488.376674234,0.24,81194.96,206488.376674234
31208,56,1004,3,1,2,71349.40218041114,0.18,180356.93,71349.40218041114
31209,39,757,1,1,1,167976.37914361956,0.02,28221.68,178955.21020361403
31210,38,757,1,1,1,103654.41680894062,0.34,31246.22,199528.51812598214
31211,60,1805,3,1,3,-98927.3366931677,0.12,130467.95,-98927.3366931677
31212,54,1793,2,1,3,208707.87134839976,0.08,31734.7,212080.35621694697
31213,59,1818,1,1,1,-89636.31089816986,0.09,85463.15,-89636.31089816986
31214,36,1052,1,2,1,2191.8364608495026,0.23,130567.44,2191.8364608495026
31215,57,945,3,1,2,22929.168109863986,0.28,63919.85,22929.168109863986
31216,38,750,3,1,5,-51604.3889533058,0.01,102319.4,-51604.3889533058
31217,62,1915,1,1,1,-29008.225494545088,0.17,69314.23,-29008.225494545088
31218,36,1362,1,3,1,-194183.4746444968,0.0,107157.09,-194183.4746444968
31219,43,603,3,3,3,15273.63210189647,0.21,100515.69,15273.63210189647
31220,55,726,3,3,4,-9307.13315881012,0.22,56480.79,-9307.13315881012
31221,58,726,2,3,4,-109744.23540834292,0.34,112925.39,-109744.23540834292
31222,45,950,3,1,4,114237.4956532791,0.27,101051.61,114237.4956532791
31223,42,1267,2,2,5,283725.6185919616,0.08,77020.91,283725.6185919616
31224,56,1046,1,1,1,-37428.83398516888,0.19,13026.52,-34009.54034879611
31225,37,911,3,1,5,-30062.44363313406,0.11,48680.12,-30062.44363313406
31226,47,869,2,3,1,-155723.36176625863,0.14,20901.66,-142568.50007128066
31227,59,1861,1,1,1,44895.20343789832,0.17,4293.08,44895.20343789832
31228,49,1709,3,1,3,-188870.0422961811,0.25,41874.52,-188870.0422961811
31229,46,1709,1,1,1,222967.9336896092,0.33,69431.08,222967.9336896092
31230,43,1542,3,2,3,-194783.94519854983,0.18,69043.95,-194783.94519854983
31231,41,1323,1,1,1,23330.48629800788,0.29,107833.89,23330.48629800788
31232,41,1323,3,1,3,-65639.028519254,0.21,51252.54,-65639.028519254
31233,51,1692,3,1,3,-109631.20827515196,0.25,63270.99,-109631.20827515196
31234,59,1797,1,1,1,40259.66838947829,0.1,71336.99,40259.66838947829
31235,54,1766,3,1,3,18902.54477811248,0.3,13538.39,30629.240292501818
31236,53,1780,3,1,3,9042.406494502498,0.26,40293.0,9042.406494502498
31237,52,1780,3,1,3,-219166.2070964013,0.15,75214.16,-219166.2070964013
31238,52,1366,3,2,5,15241.125601159154,0.18,45215.16,15241.125601159154
31239,55,1731,1,1,1,597793.458961937,0.25,18483.32,607581.2256702684
31240,35,864,1,1,1,204390.5738551456,0.23,52338.81,205348.35105186672
31241,41,948,1,1,1,-262662.1861238936,0.1,69907.64,-262662.1861238936
31242,55,1354,3,2,3,79484.65049580483,0.08,38885.54,79685.43799069298
31243,39,1404,1,1,1,121008.61202590758,0.26,187105.96,121008.61202590758
31244,60,1784,1,1,1,-37166.3057574766,0.12,99683.26,-37166.3057574766
31245,43,705,3,1,3,-70159.38259347611,0.21,34210.3,-46852.75311783978
31246,47,1851,1,1,1,97401.41396408324,0.08,18380.37,111085.9953617183
31247,37,736,3,1,4,59636.981806627366,0.19,57035.21,59636.981806627366
31248,57,1797,1,1,1,61559.27677041216,0.07,40498.18,62597.50099775799
31249,35,1574,1,2,1,43235.361542020015,0.06,34195.77,87280.41086534134
31250,35,688,1,3,1,95694.06853677348,0.17,68575.6,95694.06853677348
31251,39,731,1,1,1,46587.24851417915,0.26,32668.11,131581.0856965364
31252,36,1385,1,2,1,-42254.20160341664,0.17,66370.92,-42254.20160341664
31253,39,816,1,1,1,-27790.822015575533,0.28,53894.55,-27790.822015575533
31254,36,1385,1,2,1,35412.442236162715,0.2,22424.35,132018.7277160323
31255,38,1385,3,2,5,-9372.1913858499,0.34,42151.16,-9372.1913858499
31256,49,1056,3,1,3,-133952.5248953417,0.26,30209.94,-109126.43524337585
31257,51,1338,1,2,1,734513.6125810102,0.17,212028.26,734513.6125810102
31258,56,1646,2,1,5,356858.36442655395,0.22,36427.41,358639.89425451355
31259,45,1658,2,1,3,60835.43476559883,0.15,109724.56,60835.43476559883
31260,47,783,3,1,3,-147282.97390324043,0.33,41931.92,-147282.97390324043
31261,38,795,1,1,1,-87490.49649286324,0.13,61294.25,-87490.49649286324
31262,63,1823,1,1,1,5861.634545611675,0.25,13740.33,5861.634545611675
31263,60,1752,2,1,3,45923.6366548081,0.31,184128.69,45923.6366548081
31264,59,661,1,2,1,-102969.26357181877,0.07,71326.15,-102969.26357181877
31265,49,2070,2,1,2,-82896.63565903904,0.22,85357.64,-82896.63565903904
31266,56,2005,2,1,5,33978.312808698014,0.23,75859.57,33978.312808698014
31267,36,771,1,1,1,147193.3237065311,0.24,169652.5,147193.3237065311
31268,62,980,1,4,1,107958.2173345159,0.27,14008.26,107958.2173345159
31269,52,1159,1,3,1,-10872.93848732671,0.19,221158.03,-10872.93848732671
31270,36,1385,1,1,1,243472.1909201112,0.05,51030.39,247635.62926808125
31271,57,1855,1,1,1,150696.66796135777,0.13,6877.37,151300.9493758966
31272,46,2091,3,1,5,-92663.36373351255,0.21,81166.43,-92663.36373351255
31273,44,2142,2,1,3,257801.68577043395,0.33,108326.43,257801.68577043395
31274,37,990,1,1,1,-120503.20941814732,0.23,114565.29,-120503.20941814732
31275,45,939,1,1,1,-60740.77108097823,0.32,135888.56,-60740.77108097823
31276,58,1646,2,1,3,154751.91588620227,0.03,48635.47,154751.91588620227
31277,57,1823,1,1,1,-103492.50855607523,0.23,115442.12,-103492.50855607523
31278,51,1823,1,1,1,-21147.66821586228,0.09,41538.1,-11148.238313515512
31279,58,1664,2,1,5,87449.50384000909,0.14,20195.22,87449.50384000909
31280,35,2094,2,1,5,237258.774430338,0.19,30424.24,297162.8214061998
31281,49,1641,2,1,3,52479.44671988956,0.23,30412.95,76575.22588036858
31282,45,1641,2,1,3,61034.3696643328,0.07,108095.48,61034.3696643328
31283,51,1840,1,1,1,-154533.89854466764,0.29,46033.37,-144298.29667760333
31284,58,964,2,2,5,200551.94338619805,0.15,42136.38,200551.94338619805
31285,59,1804,1,1,1,199900.90994430703,0.31,8304.74,199900.90994430703
31286,48,1845,1,1,1,-179140.78429357742,0.07,54271.1,-179140.78429357742
31287,43,1170,3,2,3,-128469.72877874214,0.11,115077.24,-128469.72877874214
31288,43,2194,3,2,3,-271611.43594436656,0.17,124566.23,-271611.43594436656
31289,42,1170,3,2,4,137493.88656523687,0.11,43727.59,137493.88656523687
31290,49,2020,1,1,1,-232497.4159250108,0.33,138088.21,-232497.4159250108
31291,57,1939,3,1,2,-79448.40213787796,0.13,146475.83,-79448.40213787796
31292,41,987,1,1,1,248316.8298460392,0.04,130676.12,248316.8298460392
31293,36,771,1,1,1,156369.04323819917,0.26,97202.04,156369.04323819917
31294,56,972,1,1,1,50353.28503780445,0.35,69452.87,50353.28503780445
31295,53,1711,2,1,3,22744.49180925452,0.01,76020.56,22744.49180925452
31296,46,2031,2,2,5,11210.603889021178,0.13,60627.65,11210.603889021178
31297,61,768,3,3,2,-93531.02609685872,0.31,80971.91,-93531.02609685872
31298,60,1752,2,1,5,54369.27918145807,0.14,38458.45,54369.27918145807
31299,58,1186,1,2,1,710111.8360908085,0.2,78237.92,710111.8360908085
31300,51,827,1,1,1,107618.96474383204,0.16,66135.58,107618.96474383204
31301,51,1820,1,1,1,-51997.28758770509,0.33,45314.21,-40627.521861655834
31302,45,1038,2,2,3,7420.214922304855,0.32,28670.6,49291.42886227689
31303,57,970,1,4,1,-183542.58640165612,0.34,39312.4,-180566.1542327686
31304,51,1820,3,1,3,61349.43723012976,0.32,176267.1,61349.43723012976
31305,61,1852,1,1,1,213035.5748100588,0.07,28171.84,213035.5748100588
31306,57,932,1,3,1,79705.16054583342,0.11,72241.51,79705.16054583342
31307,44,611,1,3,1,-428464.12297874456,0.32,4685.38,-409410.7313124851
31308,43,708,3,1,3,-162715.96641524145,0.31,65460.74,-162715.96641524145
31309,44,1089,1,1,1,-57682.36047108105,0.24,85819.87,-57682.36047108105
31310,36,825,1,1,1,-86841.92780361342,0.23,63320.19,-86841.92780361342
31311,35,1043,3,2,4,-86807.08826904272,0.07,61199.98,-86807.08826904272
31312,53,944,3,1,2,125735.88002782354,0.19,46378.72,125735.88002782354
31313,49,1157,1,2,1,174063.75659053572,0.21,296252.49,174063.75659053572
31314,42,698,1,1,1,9336.385440439011,0.0,63665.58,9336.385440439011
31315,37,1125,3,2,5,35964.851401613465,0.25,125857.08,35964.851401613465
31316,49,1265,1,2,1,-153040.02890564533,0.25,41393.6,-130472.10164517378
31317,48,1106,1,1,1,112824.91328527608,0.21,91164.4,112824.91328527608
31318,52,933,1,1,1,217575.94962717505,0.05,57803.78,217575.94962717505
31319,44,729,1,1,1,-39293.012358398526,0.23,26730.79,28394.61275871437
31320,41,1107,3,2,4,-230488.649502467,0.32,113608.94,-230488.649502467
31321,52,1099,1,2,1,-194945.6262667071,0.05,63551.98,-194945.6262667071
31322,56,1006,2,2,1,44288.37576652949,0.18,92430.59,44288.37576652949
31323,45,1017,2,2,5,532352.3906109707,0.18,111985.65,532352.3906109707
31324,46,857,2,1,3,31657.453354254856,0.28,173502.11,31657.453354254856
31325,41,2790,2,1,5,88599.1901113737,0.28,101556.98,88599.1901113737
31326,49,2432,3,1,4,-309340.266109328,0.03,11736.94,-306780.06041777326
31327,60,2435,1,1,1,118522.45006063372,0.24,107442.96,118522.45006063372
31328,53,2435,1,1,1,451975.78287080105,0.32,70964.8,451975.78287080105
31329,51,2031,2,1,4,245824.22631097244,0.07,95063.08,245824.22631097244
31330,50,1102,1,1,1,93806.98659511708,0.02,72662.4,93806.98659511708
31331,42,976,3,1,1,-240683.68608660653,0.18,85345.3,-240683.68608660653
31332,44,2161,1,1,1,67279.73336830644,0.21,35705.81,120325.45543910174
31333,59,2099,1,1,1,-201552.0472792734,0.33,149190.83,-201552.0472792734
31334,40,1612,1,1,1,301403.2512195605,0.27,32115.29,384165.5885697281
31335,36,890,1,1,1,245560.1870981644,0.02,16014.16,253327.50653681584
31336,40,937,1,1,1,100477.26571388308,0.05,148286.19,100477.26571388308
31337,43,1538,1,4,1,121264.86225635752,0.13,25299.86,167123.28995489219
31338,43,2483,2,4,4,183062.88959384945,0.16,55550.22,183062.88959384945
31339,50,2483,2,4,4,-94139.0492881935,0.13,100192.0,-94139.0492881935
31340,41,1278,3,2,5,-36136.79720815101,0.07,153217.48,-36136.79720815101
31341,60,1838,3,1,3,-59835.70816569324,0.33,68221.29,-59835.70816569324
31342,39,969,1,1,1,-258451.3231139214,0.01,74368.6,-258451.3231139214
31343,43,969,1,1,1,108991.93827046455,0.24,65025.63,108991.93827046455
31344,45,1542,1,1,1,187932.22325844932,0.24,67551.9,187932.22325844932
31345,39,1423,1,1,1,-179457.83845991027,0.35,40137.59,-126437.94527706182
31346,41,1542,1,1,1,300594.4179311089,0.27,138599.25,300594.4179311089
31347,44,1542,3,1,3,350201.486353925,0.32,36499.82,362367.6739303343
31348,38,1244,1,1,1,-385434.3707034885,0.03,301997.91,-385434.3707034885
31349,36,1255,1,1,1,173994.47438862373,0.22,65215.65,173994.47438862373
31350,42,810,3,1,3,137295.87300406978,0.13,95610.13,137295.87300406978
31351,42,783,2,1,3,-266858.7295926951,0.09,36992.06,-259544.40444004256
31352,41,770,1,1,1,147466.99619007122,0.25,25407.83,230806.81146668873
31353,41,1117,3,2,5,5806.888341766314,0.25,108043.72,5806.888341766314
31354,46,966,2,2,5,25080.35808971837,0.23,133149.27,25080.35808971837
31355,37,2663,3,2,5,-83368.81209615375,0.1,98224.73,-83368.81209615375
31356,42,2663,2,2,3,-182158.8907018654,0.17,26520.37,-130458.9342639074
31357,44,1210,2,2,1,251360.8946070701,0.18,44246.3,251360.8946070701
31358,37,853,1,1,1,12644.21653436404,0.34,89720.93,12644.21653436404
31359,46,881,1,4,1,-231763.4547125293,0.24,88209.42,-231763.4547125293
31360,49,729,1,1,1,-191914.02402263385,0.18,43142.61,-172892.4912420375
31361,42,729,3,1,3,132621.76920019847,0.1,32459.13,153217.91600202204
31362,45,1279,3,2,5,6402.715130039169,0.19,138562.85,6402.715130039169
31363,51,1279,2,2,5,53809.3406245599,0.31,40564.23,53809.3406245599
31364,56,995,2,2,4,37589.06897117197,0.04,38281.53,37730.29617519777
31365,35,1611,2,1,5,-283781.7426193199,0.16,110733.99,-283781.7426193199
31366,44,804,1,1,1,98696.73425044876,0.14,32850.77,149927.23000617084
31367,58,858,3,3,1,13238.794500668531,0.21,38774.1,13238.794500668531
31368,35,1550,2,3,1,26979.992822178152,0.01,151683.53,26979.992822178152
31369,48,975,3,1,3,-285062.2313934597,0.1,53058.16,-285062.2313934597
31370,42,1007,1,1,1,191079.23751131192,0.08,135714.57,191079.23751131192
31371,35,761,1,1,1,-236338.91468368127,0.27,46503.25,-205142.4723924493
31372,39,684,2,3,3,-268410.7105771869,0.11,146236.24,-268410.7105771869
31373,50,907,3,1,3,30807.43604254587,0.22,125190.34,30807.43604254587
31374,42,1276,3,1,3,-17110.808423064664,0.23,45872.79,-17110.808423064664
31375,40,957,3,4,3,139969.30013251127,0.3,110311.66,139969.30013251127
31376,55,1294,3,2,3,-366764.31550283113,0.29,104028.2,-366764.31550283113
31377,41,1651,2,1,3,-233150.5387772319,0.08,73894.64,-233150.5387772319
31378,51,1634,1,1,1,-263636.8391485626,0.09,68207.97,-263636.8391485626
31379,42,674,1,1,1,191261.1252779613,0.01,24155.57,194940.60486842535
31380,41,1439,1,1,1,161635.63982594138,0.15,88114.4,161635.63982594138
31381,58,1548,2,1,3,492353.3902652861,0.21,45257.34,492353.3902652861
31382,47,2097,2,1,3,-45219.71562243255,0.27,79614.78,-45219.71562243255
31383,45,1918,3,1,3,-142764.0837369465,0.18,56945.94,-142764.0837369465
31384,54,1805,1,1,1,-48001.2914090269,0.04,95318.14,-48001.2914090269
31385,46,1023,1,1,1,186152.3932815152,0.17,4954.84,194905.72099959914
31386,55,1805,1,1,1,648972.178850001,0.33,68822.35,648972.178850001
31387,51,1805,1,1,1,-318306.85754181136,0.05,19525.48,-313031.4747313756
31388,62,1691,1,1,1,278351.5645844184,0.07,40998.35,278351.5645844184
31389,49,1634,3,1,2,-64080.23018847503,0.02,62162.91,-64080.23018847503
31390,43,1651,2,1,3,-198198.4535070996,0.35,10541.78,-146753.86674156913
31391,49,1506,2,1,3,2750.8012845162125,0.23,57596.61,2750.8012845162125
31392,53,685,1,3,1,24544.97748354453,0.02,55765.59,24544.97748354453
31393,36,567,1,3,1,40560.77812588952,0.07,24394.77,81973.30924075963
31394,43,786,1,1,1,-109826.1333547384,0.15,66544.42,-109826.1333547384
31395,43,739,1,1,1,-307801.8960008023,0.07,117994.47,-307801.8960008023
31396,35,707,1,1,1,37989.40200104439,0.21,121364.62,37989.40200104439
31397,47,948,3,1,3,-231739.35122561027,0.28,124938.73,-231739.35122561027
31398,56,731,1,1,1,-90448.19641037074,0.13,23177.62,-86285.5782266095
31399,62,898,1,1,1,-169713.37775447514,0.34,127711.66,-169713.37775447514
31400,39,1171,1,1,1,-270829.572386208,0.29,23167.57,-176598.35344846477
31401,49,2735,3,2,5,-173302.16807107764,0.07,26766.98,-162968.02610325353
31402,53,1032,2,1,4,114640.1395710708,0.01,57577.17,114640.1395710708
31403,50,1341,3,2,3,-52809.21135903618,0.05,45168.9,-52809.21135903618
31404,47,1950,1,1,1,8268.79120009343,0.08,125212.06,8268.79120009343
31405,49,1950,1,1,1,-12271.924109864349,0.19,16381.53,10359.23416776537
31406,39,728,1,1,1,-29360.43690441559,0.03,45636.82,-21096.61095008413
31407,57,1574,2,1,3,-292921.1782112588,0.24,99054.89,-292921.1782112588
31408,44,1415,2,1,4,116500.21949347285,0.32,63321.12,116500.21949347285
31409,52,915,1,1,1,-20521.70527781116,0.19,38606.52,-1735.3956181430913
31410,61,1699,1,1,1,268977.0195691744,0.06,24949.96,268977.0195691744
31411,44,1994,2,1,3,229994.4407690016,0.23,69532.59,229994.4407690016
31412,57,1699,3,1,2,83868.27399152458,0.02,24037.87,84168.02897656248
31413,39,848,3,1,1,77523.13324420594,0.04,47804.99,77523.13324420594
31414,36,848,1,1,1,161169.30094466975,0.27,26344.84,270976.9507370824
31415,62,1699,2,1,4,263787.4032354176,0.16,58854.2,263787.4032354176
31416,48,1678,3,1,5,154541.98142608875,0.29,78300.39,154541.98142608875
31417,50,1637,3,2,3,-146556.97537633768,0.2,78134.78,-146556.97537633768
31418,39,1250,1,1,1,-36646.82694031426,0.07,127203.41,-36646.82694031426
31419,41,842,1,1,1,-213899.83111129687,0.19,99537.65,-213899.83111129687
31420,40,983,3,1,3,110535.15118447645,0.22,16152.47,174441.6556140392
31421,41,828,1,1,1,-135891.84805335998,0.02,51943.05,-135441.28112049948
